상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,TRDAR_CD,총_유동인구_수,야간_유동인구_17_24,야간_비율,주말_평균,주중_평균,주말_프리미엄,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,총_매출,총_상주인구,평균_소득,총_인구,인당_매출효율,야간_매출효율,주류친화_지수,타겟연령_비율,성비_균형도,야간_유동인구_17_24_점수,총_매출_점수,주류친화_지수_점수
A,골목상권,3110069,숙대입구,197161,449524,11170,용산구,11170555,청파동,173542,3110069,2334812,699900,0.2997671761152504,328087.0,335727.8,0.9772410863800972,899650,1435162,739585,453538,312572,14047300939.0,233852.0,2684434.0,2568664.0,5468.718734330376,20070.439975710815,0.1707567402211891,0.6448891816557393,0.7706402057210602,5.0,5.0,2.0
A,골목상권,3110070,용산세무서,197188,447141,11170,용산구,11170625,한강로동,8437,3110070,57412,18632,0.32453145683829165,7967.0,8295.6,0.960388639760837,27671,29742,8654,11425,9936,,4768.0,3782576.0,62180.0,,,0.17887433000730976,0.522800111474953,0.9639274019368773,1.0,1.0,3.0
A,골목상권,3110071,한강미주맨션아파트,197152,446831,11170,용산구,11170630,이촌1동,27783,3110071,76226,23377,0.3066801353868759,11774.0,10535.2,1.11758675677728,35703,40521,6519,9381,14531,926804170.0,22564.0,5482498.0,98790.0,9381.558558558558,39645.98408692305,0.2310427839430375,0.3992207383307533,0.9367932201610999,1.0,2.0,5.0
A,골목상권,3110072,열정도,197247,448836,11170,용산구,11170560,원효로1동,18090,3110072,218107,63190,0.2897201832128267,33779.5,30109.4,1.121892166565923,94071,124034,30012,54097,45823,3086586621.0,5168.0,1916818.0,223275.0,13824.147893852873,48846.12471910112,0.2225889765540652,0.5957259510240387,0.862622474290142,2.0,3.0,5.0
A,골목상권,3110073,삼각지역 3번,197578,447973,11170,용산구,11170625,한강로동,41421,3110073,251495,69089,0.2747132149744528,35450.5,36118.6,0.9815026053058535,133665,117829,54998,61742,48676,230511855.0,21224.0,3647990.0,272719.0,845.2357738184725,3336.4479873785986,0.15742897110701307,0.6577307699954273,0.9370325453786358,2.0,1.0,2.0
A,골목상권,3110074,서울역 12번,197716,450166,11170,용산구,11170530,남영동,105922,3110074,538692,151550,0.2813295909350798,77634.5,76684.4,1.0123897428942523,279524,259167,69488,104637,87289,9477660793.0,139412.0,2756400.0,678104.0,13976.706807510353,62538.177452985816,0.1737536517187488,0.4852754449666971,0.9622103168415347,3.0,4.0,2.0
A,골목상권,3110075,숙대입구역 1번,197679,449714,11170,용산구,11170530,남영동,128905,3110075,828315,239564,0.2892184736483101,115434.0,119489.4,0.9660605878010937,429231,399085,137633,153742,126069,2534235387.0,138864.0,2703737.0,967179.0,2620.234090070194,10578.531778564393,0.15995531930942353,0.5039676934499556,0.9636056331226647,4.0,3.0,2.0
A,골목상권,3110076,삼각지역 14번,197737,448386,11170,용산구,11170625,한강로동,8989,3110076,78341,21820,0.27852593150457616,12905.0,10506.4,1.2282989415975025,41083,37258,16285,18896,14503,1027794689.0,864.0,2029858.0,79205.0,12976.38645287545,47103.3313015582,0.2584351355417467,0.634201758976781,0.951174991383822,1.0,2.0,5.0
A,골목상권,3110077,삼광초등학교,197919,449884,11170,용산구,11170510,후암동,45797,3110077,568078,161204,0.28377089061713356,83477.0,80224.4,1.040543774711933,270108,297970,76089,100892,89649,1202601272.0,55256.0,2851272.0,623334.0,1929.304790048353,7460.1205429145675,0.18648004425505335,0.46935456046528823,0.9509539182999518,3.0,2.0,3.0
A,골목상권,3110078,이촌동점보아파트,198068,446532,11170,용산구,11170630,이촌1동,14864,3110078,110485,34455,0.3118522876408562,16177.0,15626.4,1.0352352429222342,51095,59389,8320,12514,19325,3306244425.0,20452.0,6369714.0,130937.0,25250.65050367734,95958.33478450152,0.20120546975340742,0.3634792053219894,0.9249309861067113,1.0,3.0,4.0
A,골목상권,3110110,상왕십리역 6번,202454,451618,11200,성동구,11200520,왕십리2동,51942,3110110,1087487,321168,0.295330426938437,168988.0,149902.8,1.127317168191655,470233,617252,192497,219874,176226,1098964442.0,87896.0,2722217.0,1175383.0,934.9841217713715,3421.7744046729435,0.22812512343972416,0.5412450907459123,0.8648084988602163,4.0,2.0,5.0
A,골목상권,3110111,대현산장미원,202636,450338,11200,성동구,11200580,응봉동,19485,3110111,492107,139473,0.28342006921258994,73159.0,69158.0,1.0578530321871655,202338,289769,55286,76392,89060,,62936.0,2121704.0,555043.0,,,0.1931932544024202,0.4485569195317279,0.8223333543314767,3.0,1.0,3.0
A,골목상권,3110087,이태원엔틱가구거리,199502,448055,11170,용산구,11170650,이태원1동,52542,3110087,193983,56710,0.2923452055076991,29774.0,26886.8,1.107383548804618,103172,90811,36220,44654,35529,734657703.0,67828.0,2513895.0,261811.0,2806.06125411079,12954.6412096632,0.21836054282646666,0.6000680472000124,0.9362779212611414,2.0,2.0,5.0
A,골목상권,3110088,오산고등학교,199685,447296,11170,용산구,11170690,서빙고동,96560,3110088,347108,94599,0.2725347730389389,50990.0,49025.8,1.040064619037323,163955,183153,42980,45937,76397,1401936507.0,78712.0,2872106.0,425820.0,3292.3218895307878,14819.781467034536,0.17954671143829257,0.4762609908155387,0.944691565737465,2.0,2.0,3.0
A,골목상권,3110089,서빙고동주민센터,199668,446947,11170,용산구,11170690,서빙고동,105979,3110089,462339,120778,0.26123255879343943,67196.5,65589.0,1.0245086828584062,229937,232404,53483,72913,88019,1486860009.0,107428.0,2677303.0,569767.0,2609.5930599701283,12310.68579542632,0.16654300841942615,0.4637614391171846,0.9946640884718788,3.0,2.0,2.0
A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,199734,447571,11170,용산구,11170700,보광동,97059,3110090,613758,171705,0.2797601008866687,87660.0,87688.0,0.9996806860687893,299749,314008,75812,100869,124077,1409880619.0,85956.0,3058691.0,699714.0,2014.9384162672177,8211.063271308349,0.16772833495951697,0.4900270139045031,0.9767677162660202,3.0,2.0,2.0
A,골목상권,3110091,리움미술관,199856,448602,11170,용산구,11170685,한남동,55141,3110091,253011,79577,0.3145199220587247,38522.0,35193.4,1.0945802337938364,119187,133824,62288,62883,48331,1605348389.0,6516.0,5476727.0,259527.0,6185.670042038016,20173.522361989017,0.22654404675276937,0.685748840959484,0.9421487603305785,2.0,2.0,5.0
A,골목상권,3110092,NH농협은행 보광동지점,199990,447728,11170,용산구,11170700,보광동,105153,3110092,404921,119221,0.29443027158383983,58416.5,57618.0,1.013858516435836,207167,197754,53211,67958,78926,178698505.0,148692.0,2468307.0,553613.0,322.78596239611426,1498.8844666627524,0.1822015695246383,0.4941581197319971,0.9767534901869748,3.0,1.0,3.0
A,골목상권,3110093,우사단길,200024,448092,11170,용산구,11170685,한남동,234768,3110093,1438957,428039,0.29746476093448243,214292.0,202074.8,1.0604588004046027,735947,703011,236799,354921,302565,6518883679.0,251436.0,2777443.0,1690393.0,3856.430829398844,15229.64888479788,0.20266237672253054,0.621481392425208,0.9771111992922652,5.0,4.0,4.0
A,골목상권,3110094,오산중학교,200102,447300,11170,용산구,11170700,보광동,21603,3110094,74165,22088,0.2978224229757972,11149.0,10373.8,1.0747267153791282,39095,35070,7366,11671,16783,990892237.0,15536.0,2253555.0,89701.0,11046.613047792109,44861.11178015212,0.20858413993712963,0.48297714555383264,0.9457291175082586,1.0,2.0,4.0
A,골목상권,3110095,한강진역 3번,200198,448658,11170,용산구,11170685,한남동,149192,3110095,507511,149587,0.29474632076940205,73073.0,72273.2,1.0110663427107145,240718,266793,86419,119737,106244,8343906323.0,100372.0,4339790.0,607883.0,13726.171521493445,55779.622046033415,0.18127432954592704,0.615553160424109,0.9486218032712591,3.0,4.0,3.0
A,골목상권,3110096,한남힐사이드아파트,200260,449313,11170,용산구,11170685,한남동,50068,3110096,167240,49009,0.29304592202822294,23193.5,24170.8,0.959566915451702,81897,85343,18227,34474,35972,386117365.0,43008.0,3453789.0,210248.0,1836.485317339523,7878.499153216756,0.15965431939761457,0.5302140636211433,0.979394881607271,1.0,1.0,2.0
A,골목상권,3110097,한남초등학교,200536,448696,11170,용산구,11170685,한남동,7814,3110097,73398,22262,0.3033052671734925,10154.0,10618.4,0.9562645973027952,35021,38377,11315,15876,15057,,9232.0,3463418.0,82630.0,,,0.16448899922521357,0.5756015150276574,0.954276683288373,1.0,1.0,2.0
A,골목상권,3110098,서울독일학교,200952,448510,11170,용산구,11170685,한남동,41414,3110098,103742,31661,0.3051897977675387,14386.0,14994.0,0.9594504468454048,48036,55706,14557,22456,22547,2981972025.0,9728.0,3218904.0,113470.0,26279.827487441613,94184.39168061654,0.16689405739868513,0.5741165583852249,0.9260665882670471,1.0,3.0,2.0
A,골목상권,3110099,유엔빌리지길,201076,448324,11170,용산구,11170685,한남동,263187,3110099,238332,72036,0.30225064196163337,34681.5,33794.0,1.0262620583535538,112522,125811,25598,45656,53020,669053898.0,77920.0,5729183.0,316252.0,2115.5720691094443,9287.771364317841,0.19185520851840152,0.5214322877330783,0.944241646107111,2.0,2.0,3.0
A,골목상권,3110100,옥수동우편취급국,200870,449042,11200,성동구,11200645,옥수동,26060,3110100,82473,24207,0.2935142410243352,12044.0,11676.6,1.0314646386790676,36558,45914,5963,13107,15152,,4592.0,3723007.0,87065.0,,,0.18869440008622815,0.41494792235034494,0.8865568125325864,1.0,1.0,3.0
A,골목상권,3110101,옥정중학교,201109,449012,11200,성동구,11200645,옥수동,23818,3110101,183794,56849,0.30930824727684253,26127.5,26307.6,0.9931540695464429,80550,103244,14398,31617,34124,7508113.0,29488.0,3704479.0,213282.0,35.202750349302804,132.07115340639237,0.18284657618468267,0.43602620324929,0.8765248049446663,2.0,1.0,3.0
A,골목상권,3110102,옥수역 6번,201423,449294,11200,성동구,11200645,옥수동,34682,3110102,379772,124557,0.32797836596694857,54511.0,54150.2,1.0066629486133016,171440,208331,44283,65359,66185,3106208043.0,36480.0,2847836.0,416252.0,7462.325809845958,24938.04477468147,0.1994521990254898,0.46298041983084587,0.9028601371349125,3.0,3.0,4.0
A,골목상권,3110103,옥수터널,201450,449586,11200,성동구,11200620,금호4가동,19057,3110103,308458,93317,0.302527410538874,45904.5,43329.6,1.0594258889996677,135769,172689,30722,60867,57421,36933599.0,18468.0,2213151.0,326926.0,112.9723515413274,395.78639476194047,0.2052868019231915,0.48308035453773285,0.880307853905556,2.0,1.0,4.0
A,골목상권,3110104,신금호역 4번,201782,450233,11200,성동구,11200615,금호2?3가동,66838,3110104,946506,272430,0.28782701852920106,138232.0,134007.6,1.0315235852294944,426163,520343,93518,148730,169513,992236809.0,128100.0,2666215.0,1074606.0,923.3494034092495,3642.171600044048,0.1853056452093184,0.43503263582058643,0.9004971970595009,4.0,2.0,3.0
A,골목상권,3110108,성동구립금호도서관,202208,450534,11200,성동구,11200590,금호1가동,11778,3110108,104557,32067,0.30669395640655334,16361.0,14366.8,1.1388061363699642,47051,57506,8623,18530,20267,373904514.0,132.0,649133.0,104689.0,3571.574033566086,11660.102722424923,0.23953882839191767,0.4535325229300764,0.9000066949128227,1.0,1.0,5.0
A,골목상권,3110109,금호삼성래미안아파트,202316,450083,11200,성동구,11200590,금호1가동,29788,3110109,397235,123904,0.31191612018074943,59220.5,55758.6,1.062087283396642,177962,219273,33409,53678,81370,2081927767.0,19940.0,2494346.0,417175.0,4990.538184215257,16802.748636040807,0.21198458546710644,0.4240739109091596,0.896003625058215,3.0,3.0,4.0
A,골목상권,3110129,성원어린이공원,204438,450088,11200,성동구,11200660,성수1가2동,70693,3110129,195470,49984,0.2557118739448509,23622.0,29645.2,0.7968237691093331,100131,95338,31921,44492,37028,1590742203.0,68684.0,3039148.0,264154.0,6022.025799344322,31825.028068982076,0.07215663201064375,0.5803499258198189,0.9754796132398833,1.0,2.0,1.0
A,골목상권,3110130,답십리역 6번,204631,451780,11200,성동구,11200790,용답동,43065,3110130,514465,146782,0.2853099822145335,77320.5,71964.8,1.0744211058739828,244248,270217,106935,88827,76687,226189680.0,59004.0,2237845.0,573469.0,394.42355210133417,1540.9905846765953,0.20095443167831323,0.5295773279037447,0.9495223193025765,3.0,1.0,4.0
A,골목상권,3110131,성수동카페거리,204716,449234,11200,성동구,11200670,성수2가1동,131865,3110131,1001989,289661,0.28908600793022676,120573.0,152168.6,0.7923645219841675,481969,520020,280491,242483,157269,41383279380.0,113156.0,2619989.0,1115145.0,37110.22277820373,142867.9711110574,0.09039741355180306,0.6788926824545978,0.9620245332034583,4.0,5.0,1.0
A,골목상권,3110132,성수2가3동주민센터,204767,449989,11200,성동구,11200690,성수2가3동,76450,3110132,477087,125190,0.2624049701626747,60517.0,71210.4,0.8498337321514836,241082,236004,88282,118708,88549,626639453.0,86488.0,2818946.0,563575.0,1111.9007283857516,5005.507252975477,0.09737647495819826,0.619465632054531,0.9893562390088181,3.0,2.0,1.0
A,골목상권,3110136,경수초등학교,205299,449009,11200,성동구,11200670,성수2가1동,260628,3110136,1044107,300314,0.2876276090477317,133993.0,155223.8,0.8632245828281488,518560,525546,214777,219955,171962,10749994584.0,104912.0,2669023.0,1149019.0,9355.802283513154,35795.84895809053,0.11786639855989856,0.5810649674793867,0.9933091148704107,4.0,4.0,1.0
A,골목상권,3110105,금동어린이공원,202076,449956,11200,성동구,11200615,금호2?3가동,69009,3110105,718671,226495,0.31515811824882317,107699.5,100654.6,1.0699908399616112,336210,382461,75512,106832,118966,1246746656.0,126260.0,2365874.0,844931.0,1475.5603191266505,5504.5217598622485,0.21709120693393835,0.4192599951855578,0.9356437090128863,4.0,2.0,4.0
A,골목상권,3110106,금북초등학교,202140,450763,11200,성동구,11200590,금호1가동,21366,3110106,160073,49486,0.30914645193130635,23786.5,22500.0,1.0571777777777778,73120,86952,12755,24873,30730,974567135.0,41064.0,2365668.0,201137.0,4845.290200211796,19693.794911692195,0.20835898226989494,0.42704266178556033,0.9135894248249237,1.0,2.0,4.0
A,골목상권,3110107,금호사거리,202203,449734,11200,성동구,11200620,금호4가동,22191,3110107,69006,23253,0.3369706982001565,10653.0,9540.0,1.1166666666666667,31968,37038,5358,11467,12411,1624318704.0,12884.0,2369658.0,81890.0,19835.373110269873,69854.15662495162,0.24884908558676058,0.4236733037706866,0.9265281279888705,1.0,2.0,5.0
A,골목상권,3110112,행당역 2번,202776,451078,11200,성동구,11200560,행당1동,68591,3110112,914843,268187,0.29315084664800406,135212.0,128884.2,1.0490967861072187,419559,495285,147948,148464,143011,4175654091.0,118580.0,2622180.0,1033423.0,4040.6049516993526,15569.934750752274,0.1955292224316899,0.48032613246207273,0.9172251413630536,4.0,3.0,3.0
A,골목상권,3110113,응봉산,202786,449918,11200,성동구,11200580,응봉동,89115,3110113,170843,49709,0.2909630479446041,24959.5,24184.8,1.0320325162912243,78470,92374,14714,22109,28633,261211032.0,64136.0,2938811.0,234979.0,1111.6356440362756,5254.803596934157,0.18739083528325215,0.38313539331432955,0.9186153368882541,1.0,1.0,3.0
A,골목상권,3110114,왕십리파출소,202776,451985,11200,성동구,11200535,왕십리도선동,27058,3110114,399896,124531,0.3114084662012123,58467.5,56592.2,1.0331370754273557,181932,217964,53462,56899,64375,1008567569.0,34852.0,3041500.0,434748.0,2319.8900719497274,8098.927728838603,0.20009990989166965,0.43695360793806387,0.9098965731090083,3.0,2.0,4.0
A,골목상권,3110133,서울교통공사,205004,451461,11200,성동구,11200790,용답동,80187,3110133,386155,105713,0.27375794693840555,53954.5,55649.4,0.9695432475462449,197881,188275,71780,81207,55207,615078294.0,78144.0,2556713.0,464299.0,1324.7461097267062,5818.378950554804,0.1520720671815413,0.5391461977703254,0.975123978713211,2.0,2.0,2.0
A,골목상권,3110134,성수119안전센터,205062,448509,11200,성동구,11200670,성수2가1동,222826,3110134,1533678,468868,0.3057147588998473,222577.0,217704.6,1.0223807857068707,786841,746838,196620,282974,248495,5134702620.0,246316.0,2610406.0,1779994.0,2884.674116879046,10951.27545492548,0.19238116962265664,0.47473394024038945,0.9739169499725496,5.0,4.0,3.0
A,골목상권,3110135,성동세무서,205254,449984,11200,성동구,11200720,송정동,136762,3110135,174605,46224,0.2647346868646373,20603.5,26679.6,0.7722567054978335,92626,81979,28812,37804,33380,1160530935.0,49748.0,2567089.0,224353.0,5172.789911434213,25106.67477933541,0.06774349431791578,0.5726983763351565,0.9390223647661865,1.0,2.0,1.0
A,골목상권,3110115,상왕십리역 3번,202799,451762,11200,성동구,11200535,왕십리도선동,80878,3110115,844396,256434,0.30368926427884546,121795.0,120161.2,1.0135967350525794,387273,457123,149614,156036,131687,4198704756.0,88456.0,2609932.0,932852.0,4500.933434242516,16373.432368562671,0.18765225258833904,0.5179287917043662,0.9172781491148703,4.0,3.0,3.0
A,골목상권,3110116,청계천박물관,203093,452318,11200,성동구,11200540,마장동,98083,3110116,539344,137743,0.2553898810406716,73404.5,78507.0,0.9350057956615334,271797,267547,66700,85253,86982,249261065.0,86324.0,2334335.0,625668.0,398.39190273435753,1809.609671634856,0.12723624688901633,0.44301039781660684,0.9921200569580824,3.0,1.0,1.0
A,골목상권,3110117,성동구보건소,203124,451949,11200,성동구,11200540,마장동,49735,3110117,518805,147189,0.2837077514673143,76329.5,73228.8,1.0423426302219891,240370,278435,75906,87097,77104,620753341.0,69188.0,2205692.0,587993.0,1055.7155289263649,4217.389485627323,0.18716170296918422,0.4628077986912231,0.9266294657915787,3.0,2.0,3.0
A,골목상권,3110118,왕십리역 9번,203170,450924,11200,성동구,11200560,행당1동,63575,3110118,1566734,450384,0.2874667939803438,215214.5,227261.2,0.9469918314256899,741167,825567,283941,251699,273881,5976858252.0,51652.0,4163150.0,1618386.0,3693.098094027012,13270.582995843546,0.15127680895848222,0.5166933250953896,0.9461299748393792,5.0,4.0,2.0
